m_dot_hot,m_dot_cold,T_hot_in,T_cold_in,R_f_hot,R_f_cold,T_hot_out,T_cold_out,Q_actual,U_overall,h_hot,h_cold,error,iteration
6.3290189064910365,5.821117137153959,222.17876412529978,21.39403657206385,0.00030298463935634994,0.00028809022380640534,69.92003327872081,62.04690411639196,988703.2442476928,211.53203312414132,250.5310009918738,9317.968197449436,5.299550736026504e-07,28
4.365339982977467,10.03006735046002,225.11431623073122,23.068719810987453,0.00030636240808455906,2.268627996867918e-05,52.13807996013324,41.55627963429775,774732.6823847204,184.83078559696372,203.72032012381044,7401.107177552602,6.071337921298436e-07,28
7.475022699386514,9.229233098781803,186.10982626857935,28.73483252432665,0.00043559948966013655,5.03251025664726e-05,50.34140225764429,55.73861511598662,1041258.7246765561,344.14610463297316,445.09445217232974,7374.420509781199,9.370477798142929e-07,27
4.152504143203501,5.351570416478579,213.4126594775147,26.66607663696322,0.0009426045764859165,0.0003263682715159603,26.84581741525946,62.216290341365344,794862.2938487538,708.9621541914573,314757.33260930376,9914.474884694191,6.577627438275613e-07,28
8.179139996117552,6.827889908874871,224.81274112576426,28.692596153590443,0.0005840601761831544,0.00027919824367030505,40.145846898798,83.01626611150786,1549687.2064243846,598.2969486675131,1491.4788495629693,9982.338323169155,6.506848819753941e-07,28
6.688151973366429,9.519514075373818,204.99829187762302,21.5808816250321,0.00033841989770751007,0.0004958569016416839,61.63039913026549,46.31646626590009,983796.7774203122,228.34860937514588,287.9436026939289,28910.122063433962,9.936682374700467e-07,27
4.286789538922998,3.954903415066251,201.84068444252443,26.98999349333738,0.0013646076639718967,0.00021268776044603717,28.176261000865424,73.21596682190355,763818.8673688106,561.7334157498309,320652.1331566268,6161.816700621219,6.096974871638849e-07,28
5.69352957877155,4.715873169052195,178.27905493737515,21.29047264917658,0.0003645682988570709,0.0003724480954757977,51.325496433487814,58.92992263060696,741607.0003244638,229.1210157182357,285.9784800610041,10726.990936878488,8.713719097386274e-07,27
7.185627354632017,3.730334229379668,227.28533939666727,20.483467544691838,0.000457119939837471,0.0004422727026386853,60.714054350481405,99.27798623401063,1228039.0810645062,323.86845441362306,482.9557763919166,12469.175691454962,5.832734899513525e-07,28
5.278596253749221,4.758882835358212,247.6708204033145,29.540100006414548,0.0012908506539708925,0.0004476124168355191,33.745847594368655,87.81128410872982,1158583.372614076,541.5537893002469,362017.30951141997,14746.375291521768,7.596797217956919e-07,28
4.030998495309738,4.837365324107186,189.62534300789497,27.304273902403164,0.00015784215197485953,0.000460595966287185,69.11605916898041,51.96484782155976,498402.8331129822,123.92507149723117,136.0442851533668,15896.635580960772,8.233583201899819e-07,27
4.966872999863952,9.526438901501054,224.92227357301732,24.446139906705717,0.0008497298454814856,2.2949016711352523e-05,24.497594023315997,50.10767260220619,1021366.511525203,950.3739869785047,349395.65845356823,7185.1259543067945,7.093872120833566e-07,28
4.907629015090038,1.0738755721746134,220.5619942006836,22.6986291341675,0.0008241377535478717,7.754987119756378e-05,57.09964384453599,206.14723950339362,823070.1003931923,716.4263343671046,346959.9118396632,2203.870743928627,5.716918067832921e-07,28
6.503489944548647,7.169629115471981,249.62366201465872,20.21741568342944,0.001175400562388173,0.00037432401649856796,25.617059347597348,70.11614972784346,1494702.129844639,601.6112954448481,408851.3881852038,13786.946255997176,7.972367228603616e-07,28
6.652792232446471,6.412551237020496,177.48718139454868,24.514633562908283,0.0006446362745244858,7.145875710073385e-05,24.998121525105915,63.36460684147431,1040854.4618913385,1000.9286377983038,11948.661390154299,6181.011838884708,5.308131107994996e-07,28
8.114412587962306,9.82224827264552,177.32233597209952,27.995394499661096,0.001577021695474462,0.00012089701532065598,37.12283018199008,56.43814467062582,1167215.1871092014,539.6643240171487,465155.2897349167,8662.869645440285,9.700619116870257e-07,27
8.473278338374605,8.05221379690588,215.64414115477376,21.205052522603587,0.0003024142945657741,0.0003944843482082979,78.36456618846958,56.67993997692565,1193451.4581337026,239.81248461027565,296.5019768493145,15906.533262167903,9.48306734471771e-07,27
6.348749841305549,4.066405766219237,204.20512190172076,27.178545778778563,0.0013065472925123188,0.0001068341388666047,33.531769740834704,92.6153597603043,1111735.0403001208,605.5092127290845,403151.52986647043,5046.920028050778,5.985548767739601e-07,28
5.375297635262843,6.106543769286166,190.28914837454147,27.294058537561124,0.00011624123116197536,0.0004958132844077773,80.85405958764848,50.95012665050119,603540.5744942103,134.5433002288634,148.40812445561633,22310.79806143801,7.408491313753984e-07,27
5.56325333362838,1.497969641917936,225.8462384543328,25.11052690314627,0.0012275108749525744,0.00047373939720780526,54.43686006309346,181.43944776606736,978387.2344397366,538.3646582924096,373274.0464691811,8617.139841249322,6.012967901369848e-07,28
8.321300262699474,2.322376003106392,219.97362215620046,22.714574457872626,0.0014574616221531896,0.0001221746083950422,64.1301016109883,159.84263495019445,1330538.0673926598,530.1680888664424,472033.20337219874,3746.1668800320003,5.433094543150219e-07,28
8.046596410251766,1.3035505023872385,205.89980993148137,20.631341107665122,0.0013193786850945867,5.1737712901457095e-05,92.28790595056185,192.85274336811847,937958.0563418383,545.1826489699741,462884.89247336425,2361.4373441179955,7.719688426277571e-07,27
4.735959970532327,1.2007276855046596,217.5223980545607,25.225918890709174,0.001507099592702803,0.0004171730541305576,56.27086828582236,181.4134166062483,783536.4907163148,467.5984142067743,339831.75649030984,5751.35877041573,5.634558561951053e-07,28
4.279984565793742,9.681049530389863,231.24528192530875,25.583062521064925,0.000956097656428254,0.0004172080786145631,25.76302520971609,47.89169828070851,902326.8703566714,682.4014081192582,320355.2806182056,19422.799087645075,7.282281551113101e-07,28
7.124067219632622,3.312649371075266,220.81471483470136,20.22478580035574,0.0014057417547169567,7.686992318930995e-05,36.70291115543506,117.45765385082737,1345727.111837709,568.8294123341248,431163.02663567214,4245.107229739546,6.486170107677935e-07,28
6.457070369469019,3.9813627932056472,189.4491824287636,26.621524005212386,0.001242624229489177,0.00047895631211978184,35.039031742914176,88.11917645526816,1022960.1761660546,547.8693030681294,407147.517072841,15694.599751800075,5.379697327612121e-07,28
7.156788675482707,5.423191234924376,175.26929342612058,26.642193819611478,0.0014050886558709622,0.00027377821065738197,35.04157718400276,72.08614252009144,1029673.2150117415,544.9831915899916,432316.47849049536,8602.965358737189,9.70272097333691e-07,27
4.450175343525839,9.429470148819773,210.95456076530166,21.537722263716564,0.0003627911110686502,0.00020016559756039966,43.810079818265535,40.9091129082276,763161.6263627645,209.95614869327343,246.1922608283511,9942.678972720714,5.854088129808588e-07,28
6.64473391386277,2.356628857966844,175.28220732053904,25.85120359740333,0.0004517020301424441,0.00032531874260697646,60.43479843873415,105.37306357155644,782971.8650068142,311.99454342140166,448.94611664768803,6126.524251112944,7.811740658780764e-07,27
6.540751210041877,4.745397420147416,195.32619218656453,25.47510065710228,0.00018959437044044266,2.398274325691047e-05,80.14612427041408,64.46133561460482,772951.6369787436,177.08950330199576,192.78255741341454,4794.008989893391,7.836525810489547e-07,27
4.388382588036397,7.53309463836428,214.01041265076233,29.59770720885087,0.0007898307736221943,0.00016145433003866732,29.6290772781974,55.97480083282556,830173.373592268,895.7983257492657,325060.7975403468,8034.629740194067,6.496210964712645e-07,28
6.128845721477637,2.9319842729751517,170.68244371750365,27.749877647241675,0.0003143638404839506,0.00026959713342605764,67.38112701691665,80.77746097111799,649578.8965383674,211.6783675383307,254.16306090319787,5945.116625159371,6.951489837092595e-07,27
7.077653141472648,10.535173283348353,221.14095552279508,22.623480087398754,0.0012037878362997623,0.0005040618843191798,29.206217824998248,54.28852442351403,1393767.1342043784,562.2490243445783,429523.1047838068,32369.316003240685,6.777597150176007e-07,28
6.89463019953172,6.044207371994187,248.7303093342598,24.13489997592472,0.0008650782815622986,0.00037714583700634125,28.010862831206595,85.9637465308182,1561345.2144824574,734.5385502032093,423012.28734938573,12608.620275842275,7.84991108560007e-07,28
7.329952627649963,3.5256280985552007,229.94563246292205,21.680756273564416,0.0014603682054136825,9.689540352166716e-06,39.19886527654836,119.06770981092362,1434517.0513046863,567.0455179433826,438384.37216928956,3941.84970760779,6.733341777476198e-07,28
5.309353562096368,3.95551486409635,204.27269687771678,28.025923721215186,0.001403793455096837,0.00021337342809248317,32.086503589756404,84.78245900205576,937966.5105228546,549.6191072140748,363245.6005455131,6172.001372032614,6.041906530640517e-07,28
5.772196620744605,9.472664963346533,249.87096131575456,26.01179522186304,0.0006899098886741852,0.0003240864956854262,26.337572044565405,59.461344279559825,1323825.9197032899,887.3689341092935,381384.4252494759,13734.645549344117,7.954738627802271e-07,28
4.6309474126909125,6.248359924285946,178.14577996368723,25.607832321015803,0.001233325939050322,1.1412534497481106e-05,25.9602529783227,53.30632199158218,723087.0149253658,681.9168883396189,335418.18533833284,5517.711954223894,5.29682363747952e-07,28
4.242904893109232,4.12780905030397,176.8278320261076,23.883437953123547,0.0015070083349869713,0.00015582373133585982,25.080583437564428,62.187377963141145,660589.2212845498,531.2814128587463,318734.2876596116,5593.711874458762,5.28049650228013e-07,28
8.486762798515862,7.76541986443535,219.42391394490312,28.842451853490395,0.0006436645597233202,0.0004883686885053136,34.30123192774445,78.52635201454618,1611940.6904682259,773.7974700783172,12198.412573613003,24499.77882029037,6.523828304239032e-07,28
5.3577732024976426,2.967728337566148,211.96444850471846,26.64114272247251,0.0003907554920791095,0.00033173436221678655,62.18970575491127,93.04261206061815,823323.0397969084,238.49789043850816,303.6721232375145,7148.2694245202965,5.207014908137353e-07,28
8.220705476182651,8.69699494228358,224.33302858944364,25.08800321739449,0.0003849476421887014,1.7738672628852835e-05,64.36277442687586,62.22083168689511,1349260.121375486,311.4449163021943,381.29060019253757,6757.541276000856,5.58682728524218e-07,28
7.345038455706117,5.455711683349205,188.82816679803432,28.10395008699672,0.0014649907865990474,0.0004766808886745889,40.70840655202076,77.0744557222821,1116231.9137684202,491.3589633193116,438910.15376804717,18614.366730678765,5.145362038661005e-07,28
