timestamp,m_dot_hot,m_dot_cold,T_hot_in,T_cold_in,R_f_hot,R_f_cold,T_hot_out,T_cold_out,Q_actual,U_overall,h_hot,h_cold,error,iteration
2023-10-11 00:00:00,4.166623865587966,2.000360843235933,202.72349965397598,23.97694246189617,0.0014828196588304759,0.0007770794937334071,31.589713689812697,111.51373627559153,731589.41984368,434.6523323855342,315380.8563320446,8371971.636149754,6.002701304907987e-07,28
2023-10-11 01:00:00,4.171519277789397,2.466571182183348,199.91180492433062,24.805838537504254,0.0014842450660548776,0.0007790389207568914,30.20279550358208,95.28884576403352,726350.9589279379,434.0167956278042,315596.8308478383,9459587.16037879,5.949624224399486e-07,28
2023-10-11 02:00:00,4.059654592855731,2.1227871200615005,200.43575349339903,21.314539623464437,0.0014850068158810004,0.0007833261813951554,27.529988680532085,102.51734596747345,720188.0619923866,433.05648486833115,310634.87964218494,8666984.904174082,6.068712643525487e-07,28
2023-10-11 03:00:00,4.0279580371119055,2.4990374300149374,195.4538010530845,24.855143221347,0.0014886430852742022,0.0007877194046316267,29.32727880843882,90.61033899577026,686548.5776245424,431.5550724637752,309218.594193644,9531979.572514296,5.816166179783977e-07,28
2023-10-11 04:00:00,4.481611331867513,2.1598563916102327,199.06617784004285,23.40590237414793,0.0014971736540922436,0.0007915486272657998,32.6096836360216,108.22408883205435,765389.1367655604,429.29963524316304,329069.1848463146,8754901.938493557,5.828458569112627e-07,28
2023-10-11 05:00:00,4.050431376496201,2.1068019919468615,196.02812478557178,23.626486182329906,0.0015042868185602297,0.0007945619469072936,29.848983280602397,102.08372044165844,690597.7363015743,427.40738932959175,310223.23925153416,8628875.686126025,5.818126425083392e-07,28
2023-10-11 06:00:00,4.398894392862657,2.217527847058446,204.0465703317145,23.516646008632527,0.0015061714299353288,0.0007958472546121146,32.07506054191572,107.29076757732108,776153.1074102797,426.85731147574063,325514.51892208576,8890440.060897082,6.033908945823896e-07,28
2023-10-11 07:00:00,4.134491998691186,2.064568098012191,195.80413496624038,23.051961060245198,0.0015131728043999812,0.0007981105292115658,30.204580931156357,104.49069839383492,702471.4519546507,425.1545743745518,313960.63564097683,8527603.79305757,5.796535091917576e-07,28
2023-10-11 08:00:00,4.413332232165888,2.005111776909021,202.33242077905112,22.163110736075343,0.0015177028787448372,0.0008015062833012326,32.45437701404799,113.98457425053634,769221.1804835955,423.7477314550374,326136.9635816792,8383558.130462676,5.955921267286612e-07,28
2023-10-11 09:00:00,4.477361922864334,2.471746687390467,198.944632546109,20.624946651011783,0.0015249339748453557,0.0008043036118698492,28.635063525980655,96.38429245834241,782363.5564953422,421.96162998515985,328887.2415733228,9471153.873997217,5.97199679930327e-07,28
2023-10-11 10:00:00,4.326320356140459,2.1021429274616676,203.27083002128865,23.866959545815448,0.0015335006058340066,0.0008082851580101829,32.86667384340009,109.98924419337528,756390.7668540641,419.7265073549163,322372.7102002354,8617745.608889678,5.975520451784178e-07,28
2023-10-11 11:00:00,4.021016900492653,2.307102212286847,196.2811299963832,20.005386038843863,0.0015384823698670277,0.0008083415483274613,25.667446986757767,93.0287517479265,703877.5559107622,418.81816294135115,308907.82643874636,9098075.751923842,5.983325941372186e-07,28
2023-10-11 12:00:00,4.166638914369043,2.4781099571143836,201.04320742014806,24.538916253292285,0.0015427630128741307,0.000808993919568701,30.554848979321633,94.93345169468863,728832.8778733329,417.96704558634815,315381.5204123231,9485361.284410879,5.978657249272601e-07,28
2023-10-11 13:00:00,4.428538098548631,2.3811938194721067,204.64183306281018,20.787930580679266,0.0015453335643519053,0.0008101919445678488,29.35082373492307,100.84583270304071,796466.2688832729,417.3285724844893,326791.60206985404,9267293.565232445,6.157569956144471e-07,28
2023-10-11 14:00:00,4.326134992474209,2.0395110217656374,196.26630777821723,22.25877402973933,0.0015499360723274618,0.000812662162701924,31.599120616941377,108.03363098572076,730894.1649834533,416.0913482391068,322364.6575907091,8467111.412181502,5.761801702419689e-07,28
2023-10-11 15:00:00,4.187996272882259,2.1956504228471068,197.96414286057973,22.451500563825437,0.0015535040105345089,0.0008140346635569563,29.86923960592506,101.18808320785878,722284.3298573436,415.22839642176126,316322.98328859266,8839199.305689856,5.889494083533009e-07,28
2023-10-11 16:00:00,4.203168508163596,2.2555878358472987,203.27322380207505,22.353067057181356,0.0015591607152816152,0.0008155189480278096,29.870520257596695,101.7039652841676,747790.6431205625,414.00226862423784,316990.5812108784,8979083.577058675,6.087225052908707e-07,28
2023-10-11 17:00:00,4.060960067657748,2.3634469182896405,195.9787255165832,23.46981965466271,0.001562163037480588,0.0008160738589471527,29.276882769683567,93.80979180027455,694570.734291724,413.38304720999287,310693.1126292724,9226963.772900239,5.837598564539803e-07,28
2023-10-11 18:00:00,4.462182316141084,2.0633318509592025,201.44853649352075,22.780555263097643,0.0015628367241116597,0.000817401048881338,33.574186575138526,111.93469165571376,768562.1903835122,413.0692360316395,328236.7206399816,8524626.470699767,5.881277829189457e-07,28
2023-10-11 19:00:00,4.419268804260974,2.04384966245111,199.1959969780042,24.433028336964497,0.0015685650363179728,0.0008194752904896394,34.83503381552666,111.70586125819526,745240.5143479218,411.73916465237016,326392.6548864933,8477607.778531406,5.75039393879706e-07,28
2023-10-11 20:00:00,4.034753965473845,2.233448737333645,199.68070079249017,22.308149669838926,0.001571923112074944,0.0008223271668173957,28.736829729568257,98.14381961964237,707649.0896473329,410.661921423171,309522.6444192393,8927597.149553262,5.995626395360887e-07,28
2023-10-11 21:00:00,4.340125827534416,2.4258593890340903,195.04449859553588,23.42698148186001,0.0015756529540722373,0.0008233846055214612,30.966689173627543,95.515395488565,730633.4151956238,409.87964949452083,322972.0467717899,9368245.047903216,5.739845683194744e-07,28
2023-10-11 22:00:00,4.249611116862429,2.223995737759251,201.3478920586497,21.704406387892522,0.00157817616135256,0.000824667245443187,29.9225888016951,102.14385600627035,747431.6371675064,409.2339183726082,319027.89644333546,8905548.568820799,6.013561169027071e-07,28
2023-10-11 23:00:00,4.468071981745285,2.0263048421084244,200.23173344629032,22.46108649888837,0.0015828350413521312,0.0008271753323924072,33.854770423003345,112.55334962878462,762712.2373114176,408.0511485486608,328489.2312241596,8435104.579081219,5.825495819067328e-07,28
2023-10-12 00:00:00,4.305821355984527,2.1444447534424698,204.69243824383656,20.233192580603603,0.0015853320290613003,0.0008313660832006297,29.742690616381992,106.49794709111522,772888.2209069155,406.93028108033155,321481.31431376206,8718427.249769745,6.144856925516251e-07,28
2023-10-12 01:00:00,4.222500989112829,2.0485059475177985,200.82068625347452,22.485931447788836,0.0015875828021751476,0.0008359645335962582,31.66358080643485,108.11115156873245,732836.9622372934,405.7928756707885,317839.7810806079,8488862.282772452,5.929064208487489e-07,28
2023-10-12 02:00:00,4.3584678954375216,2.2524253726820804,196.46627655127995,22.649310179565486,0.0015958290201113798,0.0008406973729466889,31.58434682781612,100.99866548246713,737317.0447656778,403.67725857780096,323767.1021508464,8971741.933031991,5.769801489918791e-07,28
2023-10-12 03:00:00,4.058516484967575,2.22504901616174,197.78823215330115,21.315502009202625,0.0016046339268788045,0.0008407222545924499,28.304683106116613,97.23165748671113,705735.9239600181,402.222168106392,310584.10597744683,8908007.212443126,5.94122518293716e-07,28
2023-10-12 04:00:00,4.288348551073024,2.4339008442503918,196.749282151692,24.854506479693992,0.001612254088986705,0.00084445913868386,32.482851963846656,95.92919089050284,722746.9322910202,400.4103807716177,320720.11408622365,9386337.441265317,5.746872346890086e-07,28
2023-10-12 05:00:00,4.148085153420587,2.253251496833405,204.21194425125736,21.314698791760176,0.0016148665954993449,0.000845540650276656,29.229773617116393,100.42093462309798,744712.8086679286,399.80845873048264,314562.00945317565,8973660.19107901,6.14606477711277e-07,28
2023-10-12 06:00:00,4.379726565667924,2.25371786395196,197.25341267398562,20.609584672846847,0.0016169674873214703,0.0008470955917370199,30.107981797963703,100.3761486311293,751084.6173201058,399.2407409416652,324686.83700110664,8974742.964755122,5.854123479309692e-07,28
2023-10-12 07:00:00,4.327293444456944,2.377353698413069,198.12517754507388,22.011196871782438,0.0016183160166787767,0.0008481098644512482,30.44881713966248,96.96148563421957,744450.020367228,398.8615721831639,322414.98095896165,9258577.55441432,5.87390214690231e-07,28
2023-10-12 08:00:00,4.334281427966373,2.0613717660967494,200.99141806096958,21.984579228985545,0.0016281903593410973,0.0008526071958370016,32.6392155967784,108.9123437284415,748657.6559347208,396.58719209100707,322718.42118475056,8519904.364447841,5.899079269511276e-07,28
2023-10-12 09:00:00,4.361507475588696,2.058822028692267,199.83480478939396,20.15990205755623,0.0016352423716358316,0.000853353205807832,31.202870967896615,107.88756507558719,754612.1654250603,395.36624135420425,323898.72093909496,8513758.903541308,5.90950001821966e-07,28
2023-10-12 10:00:00,4.106588550613935,2.140627282561849,196.44423423435657,24.661359161032244,0.0016424149228652827,0.0008533568746585201,32.62910433615153,101.8357253420528,690212.0916155933,394.23093044183247,312723.57179386483,8709375.576397093,5.730060124164993e-07,28
2023-10-12 11:00:00,4.381918194764276,2.1378387163424795,196.22239404765392,23.302226538811453,0.0016508235358246239,0.0008544386924068683,33.711355561756505,105.1018149288319,730624.9383775675,392.77974565752925,324781.5496523609,8702759.30220402,5.681478967289877e-07,28
2023-10-12 12:00:00,4.177227546508209,2.348829298520829,195.012972463909,24.91401577903308,0.0016519739875128134,0.00085868278437234,32.4573517430951,95.9073533127499,696686.6439493072,391.93682216625785,315848.5333291119,9193650.3314057,5.683139718826169e-07,28
2023-10-12 13:00:00,4.467747856386049,2.3852303303234903,200.27962222064002,21.592621025831022,0.0016579343799068779,0.0008602852972407273,31.714052617355577,99.12910968644488,772689.2822742123,390.79721859456856,328475.33844569465,9276449.010086935,5.907027791351993e-07,28
2023-10-12 14:00:00,4.313915559274008,2.171125190649504,199.1198465272176,24.78689646370609,0.0016597548546165048,0.00086427885048009,34.649439873102295,105.03845307108796,727958.7439092494,389.9008235619901,321833.5004764897,8781503.128629578,5.754471033014852e-07,28
2023-10-12 15:00:00,4.493297810233013,2.025162402300446,204.6835385445674,23.90189832767819,0.0016666348312872564,0.0008666386841846646,37.04327584301902,115.24223455187163,772842.323561652,388.511501845696,329569.18408428034,8432331.650815226,5.872557409247747e-07,28
2023-10-12 16:00:00,4.244081559785753,2.349539355748128,199.95912288425998,21.26346709417584,0.001670080954886874,0.0008702153917075577,29.952842638446867,96.6762360881851,740280.052534039,387.4404212649874,318785.8179260147,9195270.540489737,5.960698423734812e-07,28
2023-10-12 17:00:00,4.2753876997567986,2.2786843751907724,200.47035583730332,22.54325822737932,0.0016706313098106766,0.0008729252963294604,31.833825809314817,100.24341793632763,739732.1964128246,386.95335572835404,320154.64068265003,9032572.518586647,5.909671259018978e-07,28
2023-10-12 18:00:00,4.474690617088823,2.2160645020833543,198.30106220585492,21.188200936790103,0.0016793001990461672,0.0008751598944644333,32.636287306541874,103.33482422768057,760572.3777835144,385.33949220218335,328772.82972039154,8887019.248794418,5.798964792802508e-07,28
2023-10-12 19:00:00,4.488521419260562,2.4024846820960084,195.46484030856712,21.23977107752647,0.001681706053025438,0.0008798285110116255,31.594557100424737,96.42314376513802,754659.1933402024,384.29345634833953,329364.89455420367,9315511.98838063,5.732114729539717e-07,28
